Commit SHA,Java File,Old function signature,New function signature
49758a2a96261d827c9f448af7de157116e547fb,WorkManagerTaskExecutor.java,public WorkItem schedule(Work work),"public WorkItem schedule(Work work, WorkListener workListener) throws WorkException {"
4e82416ba97abc804bd805dc4e9e10f5b3c685e7,DefaultHandshakeHandler.java,protected String selectProtocol(List<String> requestedProtocols) {,"protected String selectProtocol(List<String> requestedProtocols, WebSocketHandler webSocketHandler) {"
e8dead247c7d421074caf171456e0653d63780f7,ConfigurationClass.java,public void addImportBeanDefinitionRegistrar(ImportBeanDefinitionRegistrar registrar) {,"public void addImportBeanDefinitionRegistrar(ImportBeanDefinitionRegistrar registrar, AnnotationMetadata importingClassMetadata) {"
c2b56c07e59aeb123fbe63b282c0ef98d7380f56,BeanWrapperImpl.java,"private Object convertForProperty(String propertyName, Object oldValue, Object newValue, PropertyDescriptor pd)","private Object convertForProperty(String propertyName, Object oldValue, Object newValue, PropertyDescriptor pd, TypeDescriptor td)"
6f5a7f65ac39fe758904056d0fac5e625fc85a08,SpelReproTests.java,public Spr5899Class(Integer i) { },"public Spr5899Class(Integer i, String... s) {"
749b65b0b254e64cfd8b6fb5306129a660f78dfb,JdbcOperations.java,"public int[] batchUpdate(String sql, List<Object[]> batchArgs);","public int[] batchUpdate(String sql, List<Object[]> batchArgs, int[] argTypes)"
749b65b0b254e64cfd8b6fb5306129a660f78dfb,JdbcTemplate.java,"public int[] batchUpdate(String sql, List<Object[]> batchArgs) {","public int[] batchUpdate(String sql, List<Object[]> batchArgs, int[] argTypes) throws DataAccessException {"
1f778530b51330689abfe3528ad9174be69e7e11,AbstractExpressionTests.java,public static String stringValueOf(Object value) {,"protected static String stringValueOf(Object value, boolean isNested) {"
edba32b3093703d5e9ed42b5b8ec23ecc1998398,JibxMarshaller.java,private Object transformAndUnmarshal(Source source) throws IOException {,"private Object transformAndUnmarshal(Source source, String encoding) throws IOException {"
2bfd6ddcf4de600942a7564a43a338febd4267f2,ScriptUtils.java,public static String readScript(EncodedResource resource) throws IOException {,"private static String readScript(EncodedResource resource, String commentPrefix, String separator)"
2bfd6ddcf4de600942a7564a43a338febd4267f2,ScriptUtils.java,public static String readScript(LineNumberReader lineNumberReader) throws IOException {,"public static String readScript(LineNumberReader lineNumberReader, String commentPrefix, String separator)"
cbd5af3a0352e408bccac7763a9ea7f1e94fc516,ConcurrentWebSocketSessionDecorator.java,private void sessionLimitReached(String reason) {,"private void sessionLimitReached(String reason, CloseStatus status) {"
ea1e27efa29b27530a21362236137240006bc2f8,AdaptableJobFactory.java,public Job newJob(TriggerFiredBundle bundle) throws SchedulerException {,"public Job newJob(TriggerFiredBundle bundle, Scheduler scheduler) throws SchedulerException {"
db23ec733be832b0d86e7218aee9180f4263b16e,AsyncAnnotationAdvisor.java,protected Advice buildAdvice(Executor executor) {,"protected Advice buildAdvice(Executor executor, AsyncUncaughtExceptionHandler exceptionHandler) {"
ae942ffdb89ae103b6f9e076ec9548594317e2f9,StompBrokerRelayMessageHandler.java,public ListenableFuture<Void> forward(Message<?> message) {,"public ListenableFuture<Void> forward(Message<?> message, final StompHeaderAccessor headerAccessor) {"
ae942ffdb89ae103b6f9e076ec9548594317e2f9,StompBrokerRelayMessageHandler.java,public ListenableFuture<Void> forward(Message<?> message) {,"public ListenableFuture<Void> forward(Message<?> message, StompHeaderAccessor headerAccessor) {"
4e1781ae8ce5fe3d6d1ee4607e0ec1bd831bc429,StompBrokerRelayMessageHandler.java,"public TcpOperations<byte[]> create(String relayHost, int relayPort) {","public TcpOperations<byte[]> create(String relayHost, int relayPort, StompCodec codec) {"
90309ab0b5c5cc3b406825fd3f9db730db03ad36,CglibAopProxy.java,private void validateClassIfNecessary(Class<?> proxySuperClass) {,"private void validateClassIfNecessary(Class<?> proxySuperClass, ClassLoader proxyClassLoader) {"
90309ab0b5c5cc3b406825fd3f9db730db03ad36,CglibAopProxy.java,private void doValidateClass(Class<?> proxySuperClass) {,"private void doValidateClass(Class<?> proxySuperClass, ClassLoader proxyClassLoader) {"
c809143cc4100568c642d73d70bd5f7190019895,UndertowRequestUpgradeStrategy.java,private Handshake getHandshakeToUse(ServletWebSocketHttpExchange exchange) {,"private Handshake getHandshakeToUse(ServletWebSocketHttpExchange exchange, ConfiguredServerEndpoint endpoint) {"
dc1d85d0459b19137687d1b0449ac2c0006a079e,JettyWebSocketTestServer.java,public void deployConfig(WebApplicationContext cxt) {,"public void deployConfig(WebApplicationContext cxt, Filter... filters) {"
dc1d85d0459b19137687d1b0449ac2c0006a079e,TomcatWebSocketTestServer.java,public void deployConfig(WebApplicationContext wac) {,"public void deployConfig(WebApplicationContext wac, Filter... filters) {"
dc1d85d0459b19137687d1b0449ac2c0006a079e,UndertowTestServer.java,public void deployConfig(WebApplicationContext cxt) {,"public void deployConfig(WebApplicationContext cxt, Filter... filters) {"
f6fbdafb6a5b364bc2538b4f05a85fcc9be9fc51,HttpEntityMethodProcessorMockTests.java,"public ResponseEntity<String> handle1(HttpEntity<String> httpEntity, ResponseEntity<String> responseEntity, int i) {","public ResponseEntity<String> handle1(HttpEntity<String> httpEntity, ResponseEntity<String> responseEntity, int i, RequestEntity<String> requestEntity) {"
0d4ff1adbf4e32fe3230df233c37059b481bc58c,StompHeaderAccessor.java,public static StompHeaderAccessor create(StompCommand command) {,"public static StompHeaderAccessor create(StompCommand command, Map<String, List<String>> headers) {"
928a466b5dd1d4edc272bf23d0d1abe8aeb6753c,SimpAnnotationMethodMessageHandler.java,private SimpMessageMappingInfo createMessageMappingCondition(MessageMapping annotation) {,"private SimpMessageMappingInfo createMessageMappingCondition(MessageMapping annotation, boolean prependLeadingSlash) {"
928a466b5dd1d4edc272bf23d0d1abe8aeb6753c,SimpAnnotationMethodMessageHandler.java,private SimpMessageMappingInfo createSubscribeCondition(SubscribeMapping annotation) {,"private SimpMessageMappingInfo createSubscribeCondition(SubscribeMapping annotation, boolean prependLeadingSlash) {"
928a466b5dd1d4edc272bf23d0d1abe8aeb6753c,SimpleBrokerRegistration.java,protected SimpleBrokerMessageHandler getMessageHandler(SubscribableChannel brokerChannel) {,"protected SimpleBrokerMessageHandler getMessageHandler(SubscribableChannel brokerChannel, PathMatcher pathMatcher) {"
92c657e12d9a9e6da7ee22e7147e16ac7a11880b,JmsListenerEndpointRegistrar.java,public void registerEndpoint(JmsListenerEndpoint endpoint) {,"public void registerEndpoint(JmsListenerEndpoint endpoint, JmsListenerContainerFactory<?> factory) {"
16325c2eaaa6bc6c87a7e4b720dc281aca52ce8b,AbstractEnvironment.java,public String getProperty(String key) {,"public String getProperty(String key, String defaultValue) {"
e52f041a78a4da627b67e3087e88e48a6ef6487e,ComponentScanBeanDefinitionParser.java,"protected TypeFilter createTypeFilter(Element element, ClassLoader classLoader) {","protected TypeFilter createTypeFilter(Element element, ClassLoader classLoader, ParserContext parserContext) {"
fc92c0010e7d3b89fed511121acf2a4d1f06ac70,ResultSetWrappingSqlRowSet.java,public Date getDate(int columnIndex) throws InvalidResultSetAccessException {,"public Date getDate(int columnIndex, Calendar cal) throws InvalidResultSetAccessException {"
fc92c0010e7d3b89fed511121acf2a4d1f06ac70,ResultSetWrappingSqlRowSet.java,public Object getObject(String columnLabel) throws InvalidResultSetAccessException {,"public Object getObject(String columnLabel, Map<String, Class<?>> map) throws InvalidResultSetAccessException {"
fc92c0010e7d3b89fed511121acf2a4d1f06ac70,ResultSetWrappingSqlRowSet.java,public Timestamp getTimestamp(String columnLabel) throws InvalidResultSetAccessException {,"public Timestamp getTimestamp(String columnLabel, Calendar cal) throws InvalidResultSetAccessException {"
809ee0d350b49d2ae5a4f44f8f6643223d2b7656,AutowiredAnnotationBeanPostProcessor.java,"private InjectionMetadata findAutowiringMetadata(String beanName, Class<?> clazz) {","private InjectionMetadata findAutowiringMetadata(String beanName, Class<?> clazz, PropertyValues pvs) {"
809ee0d350b49d2ae5a4f44f8f6643223d2b7656,CommonAnnotationBeanPostProcessor.java,"private InjectionMetadata findResourceMetadata(String beanName, final Class<?> clazz) {","private InjectionMetadata findResourceMetadata(String beanName, final Class<?> clazz, PropertyValues pvs) {"
809ee0d350b49d2ae5a4f44f8f6643223d2b7656,PersistenceAnnotationBeanPostProcessor.java,"private InjectionMetadata findPersistenceMetadata(String beanName, final Class<?> clazz) {","private InjectionMetadata findPersistenceMetadata(String beanName, final Class<?> clazz, PropertyValues pvs) {"
6d6422acdef00a647af0c38d7d8309beb4187755,SimpleApplicationEventMulticaster.java,public void multicastEvent(final ApplicationEvent event) {,"public void multicastEvent(final ApplicationEvent event, ResolvableType eventType) {"
6d6422acdef00a647af0c38d7d8309beb4187755,StaticApplicationContextMulticasterTests.java,public void multicastEvent(ApplicationEvent event) {,"public void multicastEvent(ApplicationEvent event, ResolvableType eventType) {"
540d8792fe6f8c423a0eaa8d7190a82fed11e4d3,UpdateMessageDigestInputStream.java,public void updateMessageDigest(MessageDigest messageDigest) throws IOException{,"public void updateMessageDigest(MessageDigest messageDigest, int len) throws IOException {"
778a01943b14d5b6ecf55adc3aa8ddc92250c3fe,StaticListableBeanFactory.java,public String[] getBeanNamesForType(Class<?> type) {,"public String[] getBeanNamesForType(Class<?> type, boolean includeNonSingletons, boolean allowEagerInit) {"
192462902ef3d97c0b6684d467c7d2023ecd5be1,ReflectionUtils.java,"public static void doWithMethods(Class<?> clazz, MethodCallback mc) throws IllegalArgumentException {","public static void doWithMethods(Class<?> clazz, MethodCallback mc, MethodFilter mf) {"
192462902ef3d97c0b6684d467c7d2023ecd5be1,ReflectionUtils.java,"public static void doWithFields(Class<?> clazz, FieldCallback fc) throws IllegalArgumentException {","public static void doWithFields(Class<?> clazz, FieldCallback fc, FieldFilter ff) {"
72d7963b3058adacd9e71d2d6e0319974058ad38,GenericConversionServiceTests.java,public Object convert(Object source) {,"public Object convert(Object source, TypeDescriptor sourceType, TypeDescriptor targetType) {"
de9675bf5a8f4b2e24497b05ce851e48942883ff,SimpleBrokerMessageHandlerTests.java,private Message<String> createConnectMessage(String sessionId) {,"private Message<String> createConnectMessage(String sessionId, Principal user, long[] heartbeat) {"
b6327acec825aefadead62bd7825425b048b214c,DefaultSubscriptionRegistry.java,"public void addSubscription(String destination, String subscriptionId) {","public void addSubscription(String destination, String subscriptionId, Expression selectorExpression) {"
7891c0d5ca208ef4f123f2dfa92cd13e6cb25042,Reactor2TcpClient.java,public ListenableFuture<Void> connect(TcpConnectionHandler<P> connectionHandler) {,"public ListenableFuture<Void> connect(TcpConnectionHandler<P> connectionHandler, ReconnectStrategy strategy) {"
876c9694c4f5f01161a311e30c2ac2cdd37d0335,SendToMethodReturnValueHandler.java,private MessageHeaders createHeaders(String sessionId) {,"private MessageHeaders createHeaders(String sessionId, MethodParameter returnType) {"
876c9694c4f5f01161a311e30c2ac2cdd37d0335,SubscriptionMethodReturnValueHandler.java,"private MessageHeaders createHeaders(String sessionId, String subscriptionId) {","private MessageHeaders createHeaders(String sessionId, String subscriptionId, MethodParameter returnType) {"
3d86f15a847d4567c3b08b21a21500398a394e31,BeanWrapperImpl.java,public void setWrappedInstance(Object object) {,"public void setWrappedInstance(Object object, String nestedPath, Object rootObject) {"
289f35da3a57bb5e491b30c7351072b4e801c519,AbstractMessageConverterMethodProcessor.java,"protected List<MediaType> getProducibleMediaTypes(HttpServletRequest request, Class<?> returnValueClass) {","protected List<MediaType> getProducibleMediaTypes(HttpServletRequest request, Class<?> returnValueClass, Type returnValueType) {"
9f557cf9309f74d9598136c4ed5d8c179a981ebb,AbstractSockJsIntegrationTests.java,private void testReceiveOneMessage(Transport transport) throws Exception {,"private void testReceiveOneMessage(Transport transport, WebSocketHttpHeaders headers)"
b7bdd724b2eab6959eade7868cfb1ecf21aa118b,AbstractXhrTransport.java,public String executeInfoRequest(URI infoUrl) {,"public String executeInfoRequest(URI infoUrl, HttpHeaders headers) {"
b7bdd724b2eab6959eade7868cfb1ecf21aa118b,JettyXhrTransport.java,protected ResponseEntity<String> executeInfoRequestInternal(URI infoUrl) {,"protected ResponseEntity<String> executeInfoRequestInternal(URI infoUrl, HttpHeaders headers) {"
b7bdd724b2eab6959eade7868cfb1ecf21aa118b,SockJsClient.java,private ServerInfo getServerInfo(SockJsUrlInfo sockJsUrlInfo) {,"private ServerInfo getServerInfo(SockJsUrlInfo sockJsUrlInfo, HttpHeaders headers) {"
b7bdd724b2eab6959eade7868cfb1ecf21aa118b,UndertowXhrTransport.java,protected ResponseEntity<String> executeInfoRequestInternal(URI infoUrl) {,"protected ResponseEntity<String> executeInfoRequestInternal(URI infoUrl, HttpHeaders headers) {"
b7bdd724b2eab6959eade7868cfb1ecf21aa118b,AbstractSockJsIntegrationTests.java,"private void testEcho(int messageCount, Transport transport) throws Exception {","private void testEcho(int messageCount, Transport transport, WebSocketHttpHeaders headers) throws Exception {"
b7bdd724b2eab6959eade7868cfb1ecf21aa118b,TestTransport.java,public String executeInfoRequest(URI infoUrl) {,"public String executeInfoRequest(URI infoUrl, HttpHeaders headers) {"
b7bdd724b2eab6959eade7868cfb1ecf21aa118b,XhrTransportTests.java,protected ResponseEntity<String> executeInfoRequestInternal(URI infoUrl) {,"protected ResponseEntity<String> executeInfoRequestInternal(URI infoUrl, HttpHeaders headers) {"
2fa1caca0cf5dad868870f856c0cadb983709f37,ServletWebRequest.java,public boolean checkNotModified(String etag) {,"public boolean checkNotModified(String etag, long lastModifiedTimestamp) {"
f3b7e9ff2d42af7fd507ed817cc413f0a1523fe4,NashornScriptTemplateTests.java,"private MockHttpServletResponse renderViewWithModel(String viewUrl, Map<String, Object> model) throws Exception {","private MockHttpServletResponse renderViewWithModel(String viewUrl, Map<String, Object> model, Class<?> configuration) throws Exception {"
f3b7e9ff2d42af7fd507ed817cc413f0a1523fe4,NashornScriptTemplateTests.java,private ScriptTemplateView createViewWithUrl(String viewUrl) throws Exception {,"private ScriptTemplateView createViewWithUrl(String viewUrl, Class<?> configuration) throws Exception {"
1d60a6a6aff99201d2100cc4bc771a15e6ab3be2,ContentResultMatchers.java,public ResultMatcher json(final String jsonContent) {,"public ResultMatcher json(final String jsonContent, final boolean strict) {"
20a286b4d68bec210456751b496c9b174e7ca287,ConfigurationClassEnhancer.java,private Enhancer newEnhancer(Class<?> superclass) {,"private Enhancer newEnhancer(Class<?> superclass, ClassLoader classLoader) {"
08ff3a85bf21af1617282c6020c80a897efc6768,RequestPartIntegrationTests.java,private void testCreate(String url) {,"private void testCreate(String url, String basename) {"
dc8de514089f23766ee24f681d0db6003ca71fdf,AbstractAdaptableMessageListener.java,"protected Message createMessageForPayload(Object payload, Session session) throws JMSException {","protected Message createMessageForPayload(Object payload, Session session, Object conversionHint)"
b4f33adf48caa033dff85af1db92b56e60c9bcee,RequestParamMethodArgumentResolver.java,"protected void handleMissingValue(String name, MethodParameter parameter) throws ServletException {","protected void handleMissingValue(String name, MethodParameter parameter, NativeWebRequest request) throws Exception {"
b4f33adf48caa033dff85af1db92b56e60c9bcee,RequestPartMethodArgumentResolver.java,private String getPartName(MethodParameter methodParam) {,"private String getPartName(MethodParameter methodParam, RequestPart requestPart) {"
1c2ac49f2ac32ab0ee589bfc165046c14aa782c7,ShallowEtagHeaderFilter.java,protected String generateETagHeaderValue(InputStream inputStream) throws IOException {,"protected String generateETagHeaderValue(InputStream inputStream, boolean isWeak) throws IOException {"
890819f8862fbf9a96a30e115a36d7fbb5d4ae38,DefaultListableBeanFactory.java,"public Object createOptionalDependency(DependencyDescriptor descriptor, String beanName) {","public Object createOptionalDependency(DependencyDescriptor descriptor, String beanName, final Object... args) {"
68f6cf9d3a2c9dace624fffc93473d91772df14e,MultiServerUserRegistry.java,public void init(long expirationPeriod) {,"public void init(long expirationPeriod, SessionLookup sessionLookup) {"
71294df238cef17c242f1e9860062414d9ede993,ClassWriter.java,"return newHandleItem(h.tag, h.owner, h.name, h.desc);","return newHandleItem(h.tag, h.owner, h.name, h.desc, h.itf);"
71294df238cef17c242f1e9860062414d9ede993,ClassWriter.java,"return newHandleItem(tag, owner, name, desc).index;","return newHandleItem(tag, owner, name, desc, itf).index;"
1836b2825b3c844097105322aa9e659409906e86,JacksonJsonEncoder.java,private DataBuffer serialize(Object value) {,"private DataBuffer serialize(Object value, DataBufferAllocator allocator) {"
ddf996cfeb5a725f9ff21e8c14b44c41fcf27d99,DefaultHttpRequestBuilder.java,public ClientHttpRequest build(ClientHttpRequestFactory factory) {,"public ClientHttpRequest build(ClientHttpRequestFactory factory, List<Encoder<?>> messageEncoders) {"
dcfa4740ee9990254fb4017730cf027d1a4a9570,AnnotationCacheOperationSourceTests.java,"private Collection<CacheOperation> getOps(Class<?> target, String name) {","private Collection<CacheOperation> getOps(Class<?> target, String name, int expectedNumberOfOperations) {"
bf7b475267a0b5db597735d52c27a3e5aabc3a75,SocketUtilsTests.java,private void findAvailableTcpPorts(int numRequested) {,"private void findAvailableTcpPorts(int numRequested, int minPort, int maxPort) {"
ea21643a29fcf8d631ac4caa4b0deeac5bd6071d,DefaultDataBuffer.java,public int indexOf(IntPredicate predicate) {,"public int indexOf(IntPredicate predicate, int fromIndex) {"
ea21643a29fcf8d631ac4caa4b0deeac5bd6071d,DefaultDataBuffer.java,public int lastIndexOf(IntPredicate predicate) {,"public int lastIndexOf(IntPredicate predicate, int fromIndex) {"
ea21643a29fcf8d631ac4caa4b0deeac5bd6071d,NettyDataBuffer.java,public int indexOf(IntPredicate predicate) {,"public int indexOf(IntPredicate predicate, int fromIndex) {"
ea21643a29fcf8d631ac4caa4b0deeac5bd6071d,NettyDataBuffer.java,public int lastIndexOf(IntPredicate predicate) {,"public int lastIndexOf(IntPredicate predicate, int fromIndex) {"
a0e223177927608e67d8b3e20436ecd6e68e7ec5,DefaultHttpRequestBuilder.java,public DefaultHttpRequestBuilder contentStream(Publisher<?> content) {,"public DefaultHttpRequestBuilder contentStream(Publisher<?> content, ResolvableType type) {"
cfc560c4c460ed0ee465182d715339bd6e81c84b,ServletInvocableHandlerMethodTests.java,private void wrapConcurrentResult_ResponseBody(Object handler) throws Exception {,"private void wrapConcurrentResult_ResponseBody(Object handler, Object result, Class<?> expectedReturnType)"
dfdfd72a3e63683395b316e96bd45c3a363c9665,JsonPathExpectationsHelper.java,private Object evaluateJsonPath(String content) throws ParseException {,"private Object evaluateJsonPath(String content, Class<?> targetType) {"
8b4f60b8e555a7bfdaf2ab4a08922b359ff62933,SimpleBrokerMessageHandler.java,"private void handleDisconnect(String sessionId, Principal user) {","private void handleDisconnect(String sessionId, Principal user, Message<?> origMessage) {"
aaba53f76a6c59166eda1215c8524db33173648c,RouterTests.java,"public boolean canWrite(ResolvableType type, MediaType mediaType) {","public boolean canWrite(ResolvableType type, MediaType mediaType, Map<String, Object> hints) {"
aaba53f76a6c59166eda1215c8524db33173648c,RouterTests.java,"public boolean canRead(ResolvableType type, MediaType mediaType) {","public boolean canRead(ResolvableType type, MediaType mediaType, Map<String, Object> hints) {"
aaba53f76a6c59166eda1215c8524db33173648c,DecoderHttpMessageReader.java,"public boolean canRead(ResolvableType type, MediaType mediaType) {","public boolean canRead(ResolvableType type, MediaType mediaType, Map<String, Object> hints) {"
aaba53f76a6c59166eda1215c8524db33173648c,DecoderHttpMessageReader.java,"public Flux<T> read(ResolvableType type, ReactiveHttpInputMessage inputMessage) {","public Flux<T> read(ResolvableType type, ReactiveHttpInputMessage inputMessage, Map<String, Object> hints) {"
aaba53f76a6c59166eda1215c8524db33173648c,DecoderHttpMessageReader.java,"public Mono<T> readMono(ResolvableType type, ReactiveHttpInputMessage inputMessage) {","public Mono<T> readMono(ResolvableType type, ReactiveHttpInputMessage inputMessage, Map<String, Object> hints) {"
aaba53f76a6c59166eda1215c8524db33173648c,EncoderHttpMessageWriter.java,"public boolean canWrite(ResolvableType type, MediaType mediaType) {","public boolean canWrite(ResolvableType type, MediaType mediaType, Map<String, Object> hints) {"
aaba53f76a6c59166eda1215c8524db33173648c,ResourceHttpMessageWriter.java,"private Mono<Void> writeContent(Resource resource, ResolvableType type, ReactiveHttpOutputMessage outputMessage) {","private Mono<Void> writeContent(Resource resource, ResolvableType type, ReactiveHttpOutputMessage outputMessage, Map<String, Object> hints) {"
aaba53f76a6c59166eda1215c8524db33173648c,ServerSentEventHttpMessageWriter.java,"public boolean canWrite(ResolvableType type, MediaType mediaType) {","public boolean canWrite(ResolvableType type, MediaType mediaType, Map<String, Object> hints) {"
8a043ae9aad072f888650b9ccd929f6c1e61e7fa,AbstractNamedValueMethodArgumentResolver.java,"private Object applyConversion(Object value, MethodParameter parameter) {","private Object applyConversion(Object value, MethodParameter parameter, BindingContext bindingContext) {"
81b4dedd0855e67f7ac4b60fa9027685eaf29710,FormHttpMessageWriter.java,"private String generateForm(MultiValueMap<String, String> form) {","private String generateForm(MultiValueMap<String, String> form, Charset charset) {"
3df902c6cc62770d5ef49f18fac8a3f6e35e7526,HttpHandlerAdapterSupportTests.java,private void assertInvoked(TestHttpHandler handler) {,"private void assertInvoked(TestHttpHandler handler, String contextPath) {"
3b987c263c17fd0a903c03425f8f9384294d7dcc,JettyRequestUpgradeStrategy.java,private HandshakeInfo getHandshakeInfo(ServerWebExchange exchange) {,"private HandshakeInfo getHandshakeInfo(ServerWebExchange exchange, Optional<String> protocol) {"
3b987c263c17fd0a903c03425f8f9384294d7dcc,ReactorNettyRequestUpgradeStrategy.java,private HandshakeInfo getHandshakeInfo(ServerWebExchange exchange) {,"private HandshakeInfo getHandshakeInfo(ServerWebExchange exchange, Optional<String> protocol) {"
3b987c263c17fd0a903c03425f8f9384294d7dcc,RxNettyRequestUpgradeStrategy.java,private HandshakeInfo getHandshakeInfo(ServerWebExchange exchange) {,"private HandshakeInfo getHandshakeInfo(ServerWebExchange exchange, Optional<String> protocol) {"
3b987c263c17fd0a903c03425f8f9384294d7dcc,TomcatRequestUpgradeStrategy.java,private HandshakeInfo getHandshakeInfo(ServerWebExchange exchange) {,"private HandshakeInfo getHandshakeInfo(ServerWebExchange exchange, Optional<String> protocol) {"
3b987c263c17fd0a903c03425f8f9384294d7dcc,UndertowRequestUpgradeStrategy.java,private HandshakeInfo getHandshakeInfo(ServerWebExchange exchange) {,"private HandshakeInfo getHandshakeInfo(ServerWebExchange exchange, Optional<String> protocol) {"
e788b8467d2680ee727c9f88ceac746710eb59c8,BeanDefinitionBuilder.java,public static BeanDefinitionBuilder rootBeanDefinition(String beanClassName) {,"public static BeanDefinitionBuilder rootBeanDefinition(String beanClassName, String factoryMethodName) {"
e788b8467d2680ee727c9f88ceac746710eb59c8,BeanDefinitionBuilder.java,public static BeanDefinitionBuilder rootBeanDefinition(Class<?> beanClass) {,"public static BeanDefinitionBuilder rootBeanDefinition(Class<?> beanClass, String factoryMethodName) {"
1fb0b0b78609e5d201d90062149697e68722612a,RxNettyServerHttpRequest.java,private static URI initUri(HttpServerRequest<ByteBuf> request) {,"private static URI initUri(HttpServerRequest<ByteBuf> request, InetSocketAddress remoteAddress) {"
60517b23e2de6baea356fe546d35bd5b650fa876,DefaultStompSession.java,private void unsubscribe(String id) {,"private void unsubscribe(String id, StompHeaders stompHeaders) {"
22322fde264d8f0cdfce6b0ac2083dcc966d9b0d,Assert.java,public static void state(boolean expression) {,"public static void state(boolean expression, Supplier<String> messageSupplier) {"
22322fde264d8f0cdfce6b0ac2083dcc966d9b0d,Assert.java,public static void state(boolean expression) {,"public static void state(boolean expression, String message) {"
0f51ff5ebc33201218be6616e7eb3600f24f1960,AbstractPlatformTransactionManager.java,private void processRollback(DefaultTransactionStatus status) {,"private void processRollback(DefaultTransactionStatus status, boolean unexpected) {"
0296d003af5aa45d489af4c3dd43945e60954c4a,ResolvableMethod.java,public MethodParameter arg(Class<?> type) {,"public MethodParameter arg(Class<?> type, Class<?>... generics) {"
0296d003af5aa45d489af4c3dd43945e60954c4a,ResolvableMethod.java,public MethodParameter arg(Class<?> type) {,"public MethodParameter arg(Class<?> type, Class<?>... generics) {"
0296d003af5aa45d489af4c3dd43945e60954c4a,ResolvableMethod.java,public MethodParameter arg(Class<?> type) {,"public MethodParameter arg(Class<?> type, ResolvableType generic, ResolvableType... generics) {"
0296d003af5aa45d489af4c3dd43945e60954c4a,ResolvableMethod.java,public MethodParameter arg(Class<?> type) {,"public MethodParameter arg(Class<?> type, ResolvableType generic, ResolvableType... generics) {"
0296d003af5aa45d489af4c3dd43945e60954c4a,ResolvableMethod.java,public Builder returning(Class<?> returnType) {,"public Builder returning(Class<?> returnType, Class<?>... generics) {"
0296d003af5aa45d489af4c3dd43945e60954c4a,ResolvableMethod.java,public Builder returning(Class<?> returnType) {,"public Builder returning(Class<?> returnType, ResolvableType generic, ResolvableType... generics) {"
0296d003af5aa45d489af4c3dd43945e60954c4a,ResolvableMethod.java,public MethodParameter resolveReturnType(Class<?> returnType) {,"public MethodParameter resolveReturnType(Class<?> returnType, Class<?>... generics) {"
0296d003af5aa45d489af4c3dd43945e60954c4a,ResolvableMethod.java,public MethodParameter arg(Class<?> type) {,"public MethodParameter arg(Class<?> type, Class<?>... generics) {"
0296d003af5aa45d489af4c3dd43945e60954c4a,ResolvableMethod.java,public MethodParameter arg(Class<?> type) {,"public MethodParameter arg(Class<?> type, Class<?>... generics) {"
0296d003af5aa45d489af4c3dd43945e60954c4a,ResolvableMethod.java,public MethodParameter arg(Class<?> type) {,"public MethodParameter arg(Class<?> type, ResolvableType generic, ResolvableType... generics) {"
0296d003af5aa45d489af4c3dd43945e60954c4a,ResolvableMethod.java,public MethodParameter arg(Class<?> type) {,"public MethodParameter arg(Class<?> type, ResolvableType generic, ResolvableType... generics) {"
a7582fcc235c87940db5fa5cc1d11e13b8d140b2,HttpEntityArgumentResolverTests.java,private ResolvableType httpEntityType(Class<?> bodyType) {,"private ResolvableType httpEntityType(Class<?> bodyType, Class<?>... generics) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void fatal(Object message) {,"public void fatal(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void fatal(Object message) {,"public void fatal(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void fatal(Object message) {,"public void fatal(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void fatal(Object message) {,"public void fatal(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void warn(Object message) {,"public void warn(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void warn(Object message) {,"public void warn(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void warn(Object message) {,"public void warn(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void warn(Object message) {,"public void warn(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void debug(Object message) {,"public void debug(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void debug(Object message) {,"public void debug(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void debug(Object message) {,"public void debug(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void debug(Object message) {,"public void debug(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void trace(Object message) {,"public void trace(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void trace(Object message) {,"public void trace(Object message, Throwable exception) {"
